EmailID,SentenceID,SentenceLen,Failures,OutofSeq,InputSavings,Depth_1,Depth_2,DepthWeightedScore
7289,0,10,4,0,30.4347826087,2,3,0.388888888889
7289,1,15,9,0,20.0,5,0,0.357142857143
7289,2,9,5,0,35.2941176471,3,0,0.375
7289,3,12,10,0,5.0,1,0,0.0909090909091
7289,4,7,5,0,5.88235294118,0,1,0.0833333333333
7289,5,18,12,0,14.0845070423,4,1,0.264705882353
7289,6,23,20,0,4.51127819549,0,2,0.0454545454545
7289,7,13,10,0,6.0,2,0,0.166666666667
7289,8,23,14,0,28.5714285714,7,1,0.340909090909
7289,9,10,7,0,10.8108108108,1,1,0.166666666667
7289,10,10,7,0,21.9512195122,1,1,0.166666666667
7289,11,26,16,0,27.8350515464,8,1,0.34
7289,12,8,5,0,6.25,0,2,0.142857142857
7289,13,13,5,0,48.0769230769,6,1,0.541666666667
7289,14,37,24,0,20.5882352941,8,4,0.277777777778
7289,15,15,10,0,30.6451612903,4,0,0.285714285714
7289,16,7,4,0,14.2857142857,2,0,0.333333333333
7289,17,4,2,0,21.4285714286,1,0,0.333333333333
7289,18,8,5,0,32.2580645161,2,0,0.285714285714
7289,19,12,9,0,15.9090909091,2,0,0.181818181818
7289,20,19,14,0,20.987654321,3,1,0.194444444444
7289,21,18,15,0,6.49350649351,2,0,0.117647058824
7289,22,24,18,0,9.24369747899,5,0,0.217391304348
7289,23,15,8,0,22.4489795918,5,1,0.392857142857
7289,24,11,9,0,2.04081632653,0,1,0.05
7289,25,15,10,0,16.6666666667,4,0,0.285714285714
7289,26,12,7,0,23.0769230769,3,1,0.318181818182
7289,27,2,1,0,0.0,0,0,0.0
7289,28,13,7,0,37.9310344828,4,1,0.375
7289,29,28,25,0,4.38596491228,1,1,0.0555555555556
7289,30,3,2,0,0.0,0,0,0.0
7289,31,13,7,0,30.0,4,1,0.375
7289,32,13,7,0,27.5,5,0,0.416666666667
7289,33,12,6,0,30.0,5,0,0.454545454545
7289,34,14,9,0,32.8358208955,4,0,0.307692307692
7289,35,17,13,0,12.1212121212,2,1,0.15625
7289,36,16,10,0,20.987654321,5,0,0.333333333333
7289,37,9,4,0,37.9310344828,4,0,0.5
7289,38,4,3,0,0.0,0,0,0.0
7289,39,18,16,0,4.05405405405,1,0,0.0588235294118
7289,40,7,5,0,10.5263157895,1,0,0.166666666667
7289,41,26,18,0,14.2857142857,5,2,0.24
7289,42,3,2,0,0.0,0,0,0.0
7289,43,11,8,0,15.0,1,1,0.15
7289,44,5,4,0,0.0,0,0,0.0
7289,45,9,7,0,5.55555555556,1,0,0.125
7289,46,9,5,0,19.5652173913,3,0,0.375
7289,47,20,13,0,32.0,5,1,0.289473684211
7289,48,9,5,0,23.5294117647,2,1,0.3125
7289,49,8,4,0,23.3333333333,1,2,0.285714285714
7289,50,14,10,0,16.6666666667,2,1,0.192307692308
7289,51,11,8,0,8.33333333333,1,1,0.15
7289,52,4,2,0,23.0769230769,1,0,0.333333333333
7289,53,6,5,0,0.0,0,0,0.0
7289,54,9,8,0,0.0,0,0,0.0
7289,55,14,9,0,10.3448275862,4,0,0.307692307692
7289,56,9,4,0,26.8292682927,1,3,0.3125
7289,57,25,13,0,32.5842696629,11,0,0.458333333333
7289,58,24,16,0,14.1414141414,7,0,0.304347826087
7289,59,26,13,0,40.5940594059,10,2,0.44
